wall_time,step,value
1777327177.796081,1000,21.246889114379883
1777327182.5045226,2000,19.67327880859375
1777327187.22197,3000,20.118730545043945
1777327191.5114427,4000,20.307313919067383
1777327196.2751524,5000,20.74559783935547
1777327200.4491818,6000,20.906768798828125
1777327205.1008456,7000,19.51102066040039
1777327209.1894445,8000,20.16475486755371
1777327213.7872443,9000,19.35289192199707
1777327217.998908,10000,18.5434513092041
1777327222.5476296,11000,22.765945434570312
1777327226.9640777,12000,21.417434692382812
1777327231.645724,13000,20.3552188873291
1777327235.9083104,14000,23.98552703857422
1777327240.4485483,15000,20.29724884033203
1777327244.7477283,16000,21.724716186523438
1777327249.3581522,17000,21.819530487060547
1777327253.6020865,18000,21.155038833618164
1777327258.2528439,19000,22.231033325195312
1777327262.563339,20000,23.157142639160156
1777327267.044698,21000,22.750640869140625
1777327271.3090522,22000,21.47301483154297
1777327275.91604,23000,21.98166275024414
1777327280.1764233,24000,22.490646362304688
1777327284.6080987,25000,23.796133041381836
1777327288.9028015,26000,23.996868133544922
1777327293.4312963,27000,22.0938777923584
1777327297.814937,28000,19.747568130493164
1777327302.4165258,29000,21.63899040222168
1777327306.856997,30000,22.973617553710938
1777327311.1449041,31000,21.82841682434082
1777327315.750826,32000,21.31269073486328
1777327320.1437898,33000,21.987646102905273
1777327324.6599476,34000,20.187210083007812
1777327328.7952511,35000,19.4747257232666
1777327333.2054207,36000,23.891254425048828
1777327337.5476415,37000,20.5401668548584
1777327341.9960473,38000,19.516536712646484
1777327346.3313205,39000,19.681934356689453
1777327350.9238734,40000,24.060138702392578
1777327355.0059152,41000,21.466110229492188
1777327359.7146716,42000,22.226287841796875
1777327363.9345345,43000,23.395105361938477
1777327369.0158155,44000,20.977874755859375
1777327373.124669,45000,21.83165168762207
1777327377.762743,46000,21.104846954345703
1777327381.9965286,47000,23.677377700805664
1777327386.1590893,48000,20.700468063354492
1777327390.3771007,49000,21.594646453857422
1777327394.625259,50000,22.2949161529541
1777327398.5993536,51000,21.52989959716797
1777327402.873379,52000,25.756052017211914
1777327407.1699922,53000,19.655933380126953
1777327411.4536002,54000,20.679813385009766
1777327415.5074744,55000,21.314960479736328
1777327419.8198364,56000,23.050952911376953
1777327424.2859123,57000,21.241153717041016
1777327429.1734142,58000,22.6728458404541
1777327433.6717298,59000,21.964309692382812
1777327438.044321,60000,21.863330841064453
1777327442.6102924,61000,18.88534927368164
1777327447.0711992,62000,20.004817962646484
1777327451.8566465,63000,20.98341178894043
1777327456.0366848,64000,25.460905075073242
1777327460.8315089,65000,22.039758682250977
1777327465.324946,66000,19.797100067138672
1777327470.0349386,67000,22.182409286499023
1777327474.8781128,68000,21.326032638549805
1777327480.7351413,69000,21.227310180664062
