wall_time,step,value
1777327177.7945628,1000,0.49687710404396057
1777327182.5028684,2000,0.5662907361984253
1777327187.220465,3000,0.5321434140205383
1777327191.509939,4000,0.458008348941803
1777327196.2731466,5000,0.46681278944015503
1777327200.4480834,6000,0.4217205047607422
1777327205.0993335,7000,0.4465215504169464
1777327209.188426,8000,0.523638904094696
1777327213.7852292,9000,0.5845546126365662
1777327217.9973748,10000,0.4624703526496887
1777327222.546048,11000,0.580101490020752
1777327226.9620516,12000,0.5244057774543762
1777327231.643543,13000,0.523148238658905
1777327235.9078062,14000,0.4077507555484772
1777327240.4472454,15000,0.4133486747741699
1777327244.7457168,16000,0.44663625955581665
1777327249.3551333,17000,0.42386192083358765
1777327253.6005464,18000,0.38993582129478455
1777327258.250832,19000,0.3682856261730194
1777327262.5623343,20000,0.4871715307235718
1777327267.0421925,21000,0.44468310475349426
1777327271.307542,22000,0.48868826031684875
1777327275.9139931,23000,0.4257966876029968
1777327280.1743965,24000,0.38637930154800415
1777327284.6060073,25000,0.3306664228439331
1777327288.9012954,26000,0.46511438488960266
1777327293.4297915,27000,0.4205121099948883
1777327297.8119144,28000,0.48084142804145813
1777327302.4145012,29000,0.4693470299243927
1777327306.8544517,30000,0.5664318203926086
1777327311.1429012,31000,0.5537386536598206
1777327315.7394357,32000,0.4883420169353485
1777327320.141239,33000,0.4381179213523865
1777327324.6574361,34000,0.4861278533935547
1777327328.7937467,35000,0.42450177669525146
1777327333.2032611,36000,0.478333979845047
1777327337.545636,37000,0.4958680272102356
1777327341.9940023,38000,0.6099013686180115
1777327346.3292885,39000,0.511691153049469
1777327350.9218676,40000,0.6306973099708557
1777327355.0043588,41000,0.4857630729675293
1777327359.7125502,42000,0.5757493376731873
1777327363.932029,43000,0.45066338777542114
1777327369.0131557,44000,0.5623029470443726
1777327373.12265,45000,0.41741928458213806
1777327377.7607343,46000,0.5476537942886353
1777327381.9950175,47000,0.4145674407482147
1777327386.1570048,48000,0.5735093355178833
1777327390.3755941,49000,0.4865683615207672
1777327394.6230664,50000,0.42028358578681946
1777327398.5978398,51000,0.38699111342430115
1777327402.87136,52000,0.5144226551055908
1777327407.1674688,53000,0.6015398502349854
1777327411.4530952,54000,0.4554482102394104
1777327415.5064673,55000,0.6734609007835388
1777327419.8173237,56000,0.41125696897506714
1777327424.283904,57000,0.5000811815261841
1777327429.1714103,58000,0.6006080508232117
1777327433.6690757,59000,0.4980817437171936
1777327438.041801,60000,0.6028591394424438
1777327442.608787,61000,0.46529877185821533
1777327447.0691938,62000,0.3578246831893921
1777327451.8541343,63000,0.5238247513771057
1777327456.0341427,64000,0.5654200911521912
1777327460.8304865,65000,0.5202585458755493
1777327465.3229384,66000,0.4834163188934326
1777327470.0327876,67000,0.5732751488685608
1777327474.8766105,68000,0.33996865153312683
1777327480.7336342,69000,0.573414146900177
1777327485.180482,70000,0.48510223627090454
1777327490.2832744,71000,0.5073751211166382
1777327495.657322,72000,0.44701555371284485
1777327500.2306132,73000,0.47679007053375244
1777327504.6237144,74000,0.39148229360580444
1777327509.505394,75000,0.551825225353241
1777327513.7352793,76000,0.6084634065628052
1777327518.3353264,77000,0.5219640731811523
1777327522.690118,78000,0.48016998171806335
1777327527.8115382,79000,0.5221150517463684
1777327532.068557,80000,0.5805771350860596
1777327536.8013804,81000,0.46521398425102234
1777327541.081852,82000,0.4298497140407562
1777327545.886315,83000,0.3753575086593628
1777327550.1952648,84000,0.4075462818145752
1777327554.959905,85000,0.5941076874732971
1777327559.738045,86000,0.5215652585029602
1777327564.1181638,87000,0.48447978496551514
1777327568.744212,88000,0.6246227025985718
1777327573.8238804,89000,0.5680851936340332
1777327578.4696805,90000,0.3810376524925232
1777327582.8860319,91000,0.5348266959190369
1777327587.6013222,92000,0.4531936049461365
1777327592.0910218,93000,0.4811100661754608
1777327596.6838613,94000,0.45436787605285645
1777327601.348395,95000,0.5998071432113647
1777327606.0098639,96000,0.5202078223228455
1777327610.3973658,97000,0.5204532146453857
1777327615.1320808,98000,0.3611315190792084
1777327619.7390764,99000,0.577748715877533
1777327624.53351,100000,0.5377218127250671
1777327629.1302922,101000,0.5944052338600159
1777327633.7547424,102000,0.5122688412666321
1777327638.305313,103000,0.5009590983390808
1777327643.0368266,104000,0.3554996848106384
1777327647.3391778,105000,0.49673891067504883
1777327652.1741889,106000,0.4929361045360565
1777327657.1110375,107000,0.46870121359825134
1777327661.462971,108000,0.5056370496749878
1777327666.168867,109000,0.5549516081809998
1777327671.186986,110000,0.5448315143585205
1777327675.3253706,111000,0.507851243019104
1777327680.0610645,112000,0.6093415021896362
1777327684.6696603,113000,0.461739718914032
1777327689.1792889,114000,0.5482465624809265
1777327693.7492366,115000,0.636030375957489
1777327698.4459548,116000,0.6162175536155701
1777327703.082418,117000,0.48090484738349915
1777327707.756173,118000,0.4009284973144531
1777327712.3289638,119000,0.47074180841445923
1777327716.7628102,120000,0.5739611387252808
1777327721.607813,121000,0.5065225958824158
1777327725.852521,122000,0.4379556179046631
1777327730.8190362,123000,0.4794866740703583
1777327735.6258602,124000,0.5646681785583496
1777327740.669443,125000,0.4412601888179779
1777327745.1058185,126000,0.44526025652885437
1777327749.7487772,127000,0.534340500831604
1777327754.2257397,128000,0.43291720747947693
1777327758.7405596,129000,0.5394585132598877
1777327762.918883,130000,0.5296329855918884
1777327767.4386327,131000,0.5729345679283142
1777327771.6325645,132000,0.548163652420044
1777327776.3124254,133000,0.540120005607605
1777327780.4574308,134000,0.350803405046463
1777327785.1087472,135000,0.555770218372345
1777327789.4268436,136000,0.43724560737609863
1777327793.8079596,137000,0.5992769002914429
1777327798.2314453,138000,0.4533272981643677
1777327802.77013,139000,0.5002627372741699
1777327806.8298745,140000,0.47105079889297485
1777327811.222122,141000,0.4882926642894745
1777327815.7443929,142000,0.38921669125556946
1777327819.7988162,143000,0.5094376802444458
1777327824.4292173,144000,0.47642529010772705
1777327828.957216,145000,0.5649471282958984
1777327833.436321,146000,0.5210914015769958
1777327837.7387044,147000,0.46767595410346985
1777327842.3054547,148000,0.6032081246376038
1777327846.650198,149000,0.5483331084251404
1777327851.0639334,150000,0.42749062180519104
1777327855.2631378,151000,0.5908738970756531
1777327860.3283691,152000,0.43280094861984253
1777327864.533322,153000,0.5484877824783325
1777327868.882954,154000,0.4409981667995453
1777327873.2710164,155000,0.4821145236492157
1777327877.829513,156000,0.6692856550216675
1777327882.0809193,157000,0.5505783557891846
1777327886.626733,158000,0.5331323146820068
1777327891.0027828,159000,0.4150247871875763
1777327895.3373637,160000,0.5126292705535889
1777327899.7055366,161000,0.5301713347434998
1777327904.2359514,162000,0.669757068157196
1777327908.6640484,163000,0.6061744093894958
1777327912.8038237,164000,0.44588732719421387
1777327917.4135563,165000,0.6324054002761841
1777327921.6247878,166000,0.4012549817562103
1777327926.2431622,167000,0.4507807493209839
1777327930.3511908,168000,0.6462056636810303
1777327934.9376955,169000,0.41500550508499146
1777327939.3377316,170000,0.5502735376358032
1777327943.837727,171000,0.5267793536186218
1777327948.5182166,172000,0.5394680500030518
1777327953.4242656,173000,0.48982417583465576
1777327958.359796,174000,0.5656739473342896
1777327963.4305484,175000,0.4415209889411926
1777327968.6798663,176000,0.5434458255767822
1777327974.1019573,177000,0.5869583487510681
1777327978.6399045,178000,0.5779705047607422
1777327983.3842418,179000,0.601510226726532
1777327988.1660233,180000,0.443794310092926
1777327992.9784188,181000,0.5693264603614807
1777327997.334795,182000,0.47102293372154236
1777328001.9184256,183000,0.4501117169857025
1777328006.3103633,184000,0.48752379417419434
1777328010.6150901,185000,0.553816020488739
1777328015.0483325,186000,0.5650526285171509
1777328019.405548,187000,0.49067360162734985
1777328023.9193025,188000,0.5373775959014893
1777328028.413751,189000,0.5101205110549927
1777328032.839645,190000,0.5475507974624634
1777328037.0566807,191000,0.4840245842933655
1777328041.659453,192000,0.5091547966003418
1777328045.8911653,193000,0.45146214962005615
1777328050.4626656,194000,0.5994904041290283
1777328054.601976,195000,0.4997588098049164
1777328059.1098628,196000,0.46887436509132385
1777328063.6387932,197000,0.47006702423095703
1777328067.9297884,198000,0.6120889782905579
1777328072.237371,199000,0.4651363492012024
1777328076.8326142,200000,0.4572901427745819
1777328081.0929086,201000,0.4942499101161957
1777328085.7254958,202000,0.46333518624305725
1777328090.0765736,203000,0.46771755814552307
1777328094.5693245,204000,0.48197001218795776
1777328098.9518573,205000,0.3963035047054291
1777328103.5038688,206000,0.5184381008148193
1777328107.700511,207000,0.5022529363632202
1777328112.3017614,208000,0.44853678345680237
1777328116.520647,209000,0.4534229040145874
1777328120.9430892,210000,0.6389538645744324
1777328125.241034,211000,0.49005693197250366
1777328129.4532046,212000,0.6287981867790222
1777328134.0925567,213000,0.5942728519439697
1777328138.2893963,214000,0.3610062599182129
1777328142.9403749,215000,0.4802672266960144
1777328147.3002274,216000,0.46335622668266296
1777328151.5875628,217000,0.5288147330284119
1777328155.9604993,218000,0.4894610345363617
1777328160.7473829,219000,0.4745195508003235
1777328165.061215,220000,0.5157930254936218
1777328169.4726684,221000,0.44498443603515625
1777328173.8923938,222000,0.4160216152667999
1777328178.236819,223000,0.4910547137260437
1777328182.524283,224000,0.48438888788223267
1777328187.0657942,225000,0.5134404897689819
1777328191.3866692,226000,0.5180624127388
1777328195.9460998,227000,0.4379037916660309
1777328200.131287,228000,0.47368112206459045
1777328204.7081428,229000,0.45355933904647827
1777328208.922134,230000,0.39136746525764465
1777328213.3850856,231000,0.4820651412010193
1777328217.7091246,232000,0.44580063223838806
1777328222.2967768,233000,0.5308785438537598
1777328226.9011893,234000,0.5446828007698059
1777328231.4252806,235000,0.5472346544265747
1777328235.6145122,236000,0.3657137453556061
1777328240.3285968,237000,0.5837892293930054
1777328244.729629,238000,0.47721943259239197
1777328249.0516627,239000,0.5387369990348816
1777328253.4544683,240000,0.4491932690143585
1777328257.4825704,241000,0.4321792721748352
1777328261.9410534,242000,0.4582544267177582
1777328266.4025207,243000,0.48830416798591614
1777328270.8343332,244000,0.5074440836906433
1777328275.0952084,245000,0.5011292695999146
1777328279.6300442,246000,0.6059454679489136
1777328283.9566433,247000,0.6156574487686157
1777328288.564499,248000,0.42907190322875977
1777328292.832399,249000,0.47553813457489014
1777328297.2953453,250000,0.41390326619148254
1777328301.8164306,251000,0.49339741468429565
1777328306.189713,252000,0.48532676696777344
1777328310.45923,253000,0.6671497225761414
1777328315.1234329,254000,0.5151185393333435
1777328319.3229675,255000,0.5293610095977783
1777328323.7429254,256000,0.46775534749031067
1777328327.9799333,257000,0.43282976746559143
1777328332.608089,258000,0.516761064529419
1777328337.005515,259000,0.5982068181037903
1777328341.4377062,260000,0.4468856155872345
1777328345.6026013,261000,0.4719373285770416
1777328350.193416,262000,0.5557272434234619
1777328354.6197288,263000,0.5492205023765564
1777328358.9700973,264000,0.5889366865158081
1777328363.2414699,265000,0.41781046986579895
1777328367.9649248,266000,0.5682935118675232
1777328372.2499049,267000,0.5197390913963318
1777328376.350503,268000,0.45130783319473267
1777328380.8548267,269000,0.4966341555118561
1777328385.349469,270000,0.5920279026031494
1777328390.095091,271000,0.5972750782966614
1777328394.0067086,272000,0.6163813471794128
1777328398.3434765,273000,0.5227157473564148
1777328402.5254862,274000,0.38138216733932495
1777328407.122538,275000,0.44403862953186035
1777328411.3368115,276000,0.5681418776512146
1777328415.9582381,277000,0.4782595932483673
1777328420.3317952,278000,0.5127633213996887
1777328424.9603102,279000,0.43723538517951965
1777328429.2170696,280000,0.6333993673324585
1777328433.8351705,281000,0.4324701726436615
1777328437.9443984,282000,0.5098121762275696
1777328442.5714777,283000,0.6116457581520081
1777328446.790667,284000,0.48543256521224976
1777328451.3296027,285000,0.4067794382572174
1777328455.553277,286000,0.37608012557029724
1777328460.0848145,287000,0.5438679456710815
1777328464.356215,288000,0.409696489572525
1777328469.0105011,289000,0.5310488343238831
1777328473.0869477,290000,0.4909674823284149
1777328477.6843286,291000,0.47930777072906494
1777328482.0997443,292000,0.4034649729728699
1777328486.671832,293000,0.48295217752456665
1777328490.8784108,294000,0.4913816750049591
1777328495.4702358,295000,0.45919016003608704
1777328499.9103322,296000,0.5338070392608643
1777328504.3762448,297000,0.5937063097953796
1777328508.9105866,298000,0.4598598778247833
1777328512.9917853,299000,0.40229877829551697
1777328517.417157,300000,0.5257999897003174
1777328521.51457,301000,0.4296876788139343
1777328526.230963,302000,0.5393625497817993
1777328530.3353438,303000,0.49792927503585815
1777328535.0369558,304000,0.4929145872592926
1777328539.4029472,305000,0.5200484991073608
1777328543.8276079,306000,0.48071834444999695
1777328548.0512962,307000,0.5307420492172241
1777328552.6215606,308000,0.35640960931777954
1777328556.932104,309000,0.487540602684021
1777328561.4265146,310000,0.501363217830658
1777328565.7612429,311000,0.4961949586868286
1777328570.3730617,312000,0.5590673685073853
